d1,26.202346207538604
d2,94.5118141296564
d3,55.08243703851675
d4,124.28609183408606
d5,20.728025704878846
d6,47.142318560222044
d7,76.614627242886
d8,69.4624029589838
d9,104.32817594179673
d10,141.926948284859
d11,21.523211838408475
d12,2.6981387083216863
d13,72.05284105258328
d14,82.54108442005666
d15,66.73945919031213
d16,17.046835395609286
d17,62.680361585252555
d18,122.35207939915625
d19,63.31755107137896
d20,96.60672799343105
d21,46.420262315608305
d22,29.011252994366785
d23,128.05847116391868
d24,74.4383401026496
d25,59.69749567920152
d26,46.25468499746797
d27,71.9127901467337
d28,48.50299862424444
d29,35.52739293835469
d30,38.6866452525886
d31,33.52626209195418
d32,108.24861258716793
d33,37.52085389915728
d34,82.24534609548891
d35,69.32458318043649
d36,353.5385327434851
d37,63.55658226580188
d38,16.65077442689497
d39,65.34199235131088
d40,63.057156633454525
d41,96.48649854874571
d42,115.35794274348767
d43,90.41766646379554
d44,101.61599533452664
d45,51.62447952799147
d46,69.132470827138
d47,56.56920324644123
d48,74.47723207649254
d49,66.28939804722586
d50,98.74213839293074
d51,58.34985929592962
d52,119.55384255818811
d53,27.521298290934624
d54,18.65415690722127
d55,83.34808571449389
d56,42.089522530505164
d57,158.27393742513553
d58,34.00879193837414
d59,115.18260011120874
d60,63.0793030161376
d61,33.16606221620769
d62,95.4968571541094
d63,29.26981570773224
d64,175914.21252438836
d65,173354.0316461786
d66,65.91880332525649
d67,89.86577278094641
d68,35.20365966000575
d69,1489.5748169038075
d70,17.340873580907232
d71,20.11223677661346
d72,37.60419512637981
d73,32.30572866064613
d74,83.65165378498351
d75,179.81862440231382
d76,10.682954391372377
d77,42.481148857769185
d78,43.613243559192874
d79,74.7819762033069
d80,26.26132515134337
d81,6.18509729578038
d82,41.360632601218434
d83,5.740575317931788
d84,65.86099014200715
d85,89.56821369611981
d86,82.99169514656056
d87,78.36543435630767
d88,51.02637262040553
d89,82.53861805239109
d90,40.79235700842408
d91,45.83340771131669
d92,50.099880226884565
d93,41.88005158358715
d94,109.14507453973889
d95,50.54277670882116
d96,35.59987705936437
d97,38.28444068114837
d98,49.79655028663185
d99,35.88174514938091
d100,52.844884776724356
d101,29.38086274141423
d102,63.53388367513837
d103,70.59162460670342
d104,91.40947754275412
d105,122.16072855521456
d106,95.52885702785986
d107,124.79396020221516
d108,107.96475173512201
d109,55.39536572252062
d110,33.145121627605626
d111,45.77098957188244
d112,85.33933093493773
d113,147.06802746495282
d114,113.11122423432721
d115,48.04904617277256
d116,93.31047541457511
d117,62.6060069948978
d118,76.54910617758554
d119,71.10269945757372
d120,126.08171001447167
d121,97.26309141490353
d122,52.499654675941166
d123,40.29977140763205
d124,77.34803226837496
d125,23.57266457727147
d126,16.637348353487262
d127,102.47838583929996
d128,103.61027242004134
d129,65.12034197817471
d130,101.67225839144541
d131,187.70761542587348
d132,159.62411326229545
d133,49.355550848924196
d134,22.13982431911176
d135,111.8307507874484
d136,29.643024752350783
d137,23.435877661990126
d138,31.9979620197537
d139,138.75146465142717
d140,62.26221168905241
d141,95.62155291597593
d142,69.24511775963903
d143,61.84398176145686
d144,101.63879289707351
d145,62.013686451969306
d146,112.37485687328974
d147,34.407770145816606
d148,44.49985897008193
d149,16.764175316129332
d150,80.18425504228178
d151,86.16855826434296
d152,171.7603719366457
d153,35.372425512239175
d154,27.217109927151768
d155,27.46128008204541
d156,101.12283158736818
d157,15.130654505181731
d158,121.52749312482823
d159,17.685862674370178
d160,102.43051205723421
d161,163.5533254006955
d162,84.55513140922297
d163,53.541975937397055
d164,50.150953511022934
d165,76.61240571631208
d166,97.53236251452229
d167,78.87768617973026
d168,171965.58268106438
d169,25.96349074635792
d170,73.6041110502012
d171,34.9815015718769
d172,168830.86664022596
d173,85.66644579148989
d174,115.15697878066149
d175,79.94163416756756
d176,18.218722185984067
d177,69.03088756464172
d178,55.425127710417605
d179,45.43542278728828
d180,92.43763942041186
d181,45.2218674135777
d182,44.68105861683862
d183,50.90842807765826
d184,135.7007680838216
d185,75.02253743327186
d186,117.03446885305725
d187,42.42933239073324
d188,49.42881404139325
d189,43.00880407456179
d190,69.71450467802187
d191,213.7100767200164
d192,118.58464861809834
d193,74.52480925477731
d194,65.84078147118845
d195,72.62612105102329
d196,32.32902327514576
d197,59.22151852963281
